date,open,high,low,close,volume
2022-01-03T00:00:00Z,29.815000,30.711000,29.785000,30.121000,392402940
2022-01-04T00:00:00Z,30.277000,30.468000,28.349000,29.290000,527154400
2022-01-05T00:00:00Z,28.949000,29.416000,27.533000,27.604000,498063880
2022-01-06T00:00:00Z,27.640000,28.437990,27.065000,28.178000,454186370
2022-01-07T00:00:00Z,28.141000,28.422000,27.057000,27.247000,409938510
2022-01-10T00:00:00Z,26.581000,27.469000,25.643840,27.400000,594680950
2022-01-11T00:00:00Z,27.322500,28.065000,26.839000,27.817000,404089290
2022-01-12T00:00:00Z,28.066500,28.595000,27.608000,27.999000,383413480
2022-01-13T00:00:00Z,28.379000,28.480000,26.498000,26.575000,538868090
2022-01-14T00:00:00Z,26.300000,27.196900,26.210010,26.942000,395832350
2022-01-18T00:00:00Z,26.260000,26.638000,25.770000,25.903000,425306170
2022-01-19T00:00:00Z,26.079000,26.543170,25.052000,25.067000,488314510
2022-01-20T00:00:00Z,25.304000,25.579040,24.078000,24.150000,435180730
2022-01-21T00:00:00Z,23.507000,24.823000,23.263000,23.374000,718957840
2022-01-24T00:00:00Z,22.330000,23.380000,20.888000,23.372000,915810630
2022-01-25T00:00:00Z,22.546000,22.943000,22.000000,22.324000,664616360
2022-01-26T00:00:00Z,23.240000,24.057000,22.300000,22.772000,755958730
2022-01-27T00:00:00Z,23.568000,23.995000,21.675000,21.944000,573352720
2022-01-28T00:00:00Z,22.012150,22.858000,21.296000,22.840000,543774250
2022-01-31T00:00:00Z,23.182000,24.509000,23.052000,24.486000,564679680
2022-02-01T00:00:00Z,25.104000,25.145000,23.890010,24.638000,518925170
2022-02-02T00:00:00Z,25.794000,25.817000,24.553010,25.242000,543419410
2022-02-03T00:00:00Z,24.458000,25.077000,23.780000,23.948000,410177780
2022-02-04T00:00:00Z,23.972000,24.635000,23.632000,24.319000,354828500
2022-02-07T00:00:00Z,24.372000,25.182000,24.202000,24.728000,376867500
2022-02-08T00:00:00Z,24.359000,25.230000,23.980000,25.108000,410358640
2022-02-09T00:00:00Z,25.622000,26.725000,25.353000,26.705000,524281660
2022-02-10T00:00:00Z,25.995000,26.924990,25.600000,25.824000,513199720
2022-02-11T00:00:00Z,25.916000,26.152000,23.773000,23.949000,605471980
2022-02-14T00:00:00Z,23.934000,24.875000,23.755000,24.267000,440424430
2022-02-15T00:00:00Z,24.267000,26.545000,24.267000,26.495000,701752800
2022-02-16T00:00:00Z,26.259000,26.582000,25.552000,26.511000,732676330
2022-02-17T00:00:00Z,25.630000,25.785000,24.165000,24.507000,810595080
2022-02-18T00:00:00Z,24.667500,24.986000,23.100000,23.642000,761254910
2022-02-22T00:00:00Z,23.035000,24.063990,23.000000,23.390000,633422440
