date,open,high,low,close,volume
2022-01-03T00:00:00Z,476.300000,477.850000,473.850000,477.710000,72668233
2022-01-04T00:00:00Z,479.220000,479.980000,475.580000,477.550000,71178678
2022-01-05T00:00:00Z,477.160000,477.980000,468.280100,468.380000,104538940
2022-01-06T00:00:00Z,467.890000,470.820000,465.430000,467.940000,86858900
2022-01-07T00:00:00Z,467.950000,469.200000,464.650000,466.090000,85111593
2022-01-10T00:00:00Z,462.700000,465.740000,456.597300,465.510000,119361989
2022-01-11T00:00:00Z,465.230000,469.850000,462.050000,469.750000,74303062
2022-01-12T00:00:00Z,471.590000,473.200000,468.940000,471.020000,67605444
2022-01-13T00:00:00Z,472.190000,472.880000,463.440000,464.530000,91173121
2022-01-14T00:00:00Z,461.190000,465.090000,459.900000,464.720000,95890948
2022-01-18T00:00:00Z,459.740000,459.960000,455.310000,456.490000,109872376
2022-01-19T00:00:00Z,458.130000,459.612400,451.460000,451.750000,109357569
2022-01-20T00:00:00Z,453.750000,458.740000,444.500000,446.750000,122379696
2022-01-21T00:00:00Z,445.560000,448.060000,437.950000,437.980000,202271241
2022-01-24T00:00:00Z,432.030000,440.380000,420.760000,439.840000,252496719
2022-01-25T00:00:00Z,433.060000,439.720000,427.150000,434.470000,167997325
2022-01-26T00:00:00Z,440.720000,444.040000,428.860000,433.380000,186391088
2022-01-27T00:00:00Z,438.260000,441.590000,429.450000,431.240000,149878307
2022-01-28T00:00:00Z,432.680000,442.000000,427.820000,441.950000,164457370
2022-01-31T00:00:00Z,441.240000,450.280000,439.810000,449.910000,152251425
2022-02-01T00:00:00Z,450.680000,453.630000,446.938400,452.950000,123155382
2022-02-02T00:00:00Z,455.500000,458.120000,453.050000,457.350000,117360953
2022-02-03T00:00:00Z,450.950000,452.970000,445.710000,446.600000,118024442
2022-02-04T00:00:00Z,446.350000,452.780000,443.830000,448.700000,118454352
2022-02-07T00:00:00Z,449.510000,450.990000,445.850000,447.260000,84472859
2022-02-08T00:00:00Z,446.730000,451.920000,445.220000,450.940000,81012036
2022-02-09T00:00:00Z,455.220000,457.880000,455.005000,457.540000,92589929
2022-02-10T00:00:00Z,451.340000,457.710000,447.200000,449.320000,140103712
2022-02-11T00:00:00Z,449.410000,451.605000,438.940000,440.460000,153214597
2022-02-14T00:00:00Z,439.920000,441.600000,435.340000,439.020000,123006262
2022-02-15T00:00:00Z,443.730000,446.280000,443.180000,446.100000,88659503
2022-02-16T00:00:00Z,443.930000,448.055000,441.940000,446.600000,84863585
2022-02-17T00:00:00Z,443.220000,446.570000,436.420000,437.060000,102259108
2022-02-18T00:00:00Z,437.330000,438.660000,431.820000,434.230000,132642896
